State,UDISE State Code,Grade,Question Description,Average (%)
Sikkim,11,Grade 10,Obstacles to learning in pandemic,22
Sikkim,11,Grade 10,No Digital Device at Home,20
Sikkim,11,Grade 10,Follow the Covid-19 hygiene protocols,94
Sikkim,11,Grade 10,"Experienced worry, anxiety and fear during pandemic",49
Sikkim,11,Grade 10,Happy being by myself at home,56
Sikkim,11,Grade 3,students like to go to school,98.32933364
Sikkim,11,Grade 3,students use home language as medium of instruction in the class,76.58561275
Sikkim,11,Grade 3,CWSN students get facilities from school,82.72182317
Sikkim,11,Grade 3,"students could understand, what teachers teach in the class",97.40692323
Sikkim,11,Grade 3,Students get parental support for their educational achievement,87.44422503
Sikkim,11,Grade 3,Teachers have adequate instructional material and supplies,19.81132075
Sikkim,11,Grade 3,Teachers have adequate work space,37.58865248
Sikkim,11,Grade 3,Teachers say that they are overloaded with the work,34.5971564
Sikkim,11,Grade 3,Teachers have responded that the school building needs major repair,31.44208038
Sikkim,11,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,29.3144208
Sikkim,11,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,26.77725118
Sikkim,11,Grade 3,Teachers participated in professional development program,53.77358491
Sikkim,11,Grade 3,Teachers have responded that the parents take interest in school activities,90.54373522
Sikkim,11,Grade 3,of schools have adequate qualified teaching staff,64.7696477
Sikkim,11,Grade 3,of schools have adequate supporting staff,63.41463415
Sikkim,11,Grade 3,of schools have adequate audio visual resources,32.79132791
Sikkim,11,Grade 3,of schools have adequate library resources,31.69398907
Sikkim,11,Grade 3,of schools participate in sports activities,95.10869565
Sikkim,11,Grade 3,Understand the protocols for COVID symptom reporting,98.11764706
Sikkim,11,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,98.58823529
Sikkim,11,Grade 3,Know about the school reopening guidelines,97.88235294
Sikkim,11,Grade 3,I learnt many things:,62
Sikkim,11,Grade 3,Experiences During Pandemic,61
Sikkim,11,Grade 3,Obstacles to learning in pandemic,29
Sikkim,11,Grade 3,No Digital Device at Home,29
Sikkim,11,Grade 3,Follow the Covid-19 hygiene protocols,88
Sikkim,11,Grade 3,"Experienced worry, anxiety and fear during pandemic",40
Sikkim,11,Grade 3,Happy being by myself at home,42
Sikkim,11,Grade 5,students like to go to school,96.97988689
Sikkim,11,Grade 5,students use home language as medium of instruction in the class,75.85487077
Sikkim,11,Grade 5,CWSN students get facilities from school,79.31226783
Sikkim,11,Grade 5,"students could understand, what teachers teach in the class",95.78043789
Sikkim,11,Grade 5,Students get parental support for their educational achievement,80.70691299
Sikkim,11,Grade 5,Teachers have adequate instructional material and supplies,18.30985915
Sikkim,11,Grade 5,Teachers have adequate work space,39.11007026
Sikkim,11,Grade 5,Teachers say that they are overloaded with the work,36.61971831
Sikkim,11,Grade 5,Teachers have responded that the school building needs major repair,33.95784543
Sikkim,11,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,25.82159624
Sikkim,11,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,23.23943662
Sikkim,11,Grade 5,Teachers participated in professional development program,59.52941176
Sikkim,11,Grade 5,Teachers have responded that the parents take interest in school activities,90.61032864
Sikkim,11,Grade 5,of schools have adequate qualified teaching staff,64.7696477
Sikkim,11,Grade 5,of schools have adequate supporting staff,63.41463415
Sikkim,11,Grade 5,of schools have adequate audio visual resources,32.79132791
Sikkim,11,Grade 5,of schools have adequate library resources,31.69398907
Sikkim,11,Grade 5,of schools participate in sports activities,95.10869565
Sikkim,11,Grade 5,Understand the protocols for COVID symptom reporting,98.1264637
Sikkim,11,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,96.2529274
Sikkim,11,Grade 5,Know about the school reopening guidelines,98.1264637
Sikkim,11,Grade 5,I learnt many things:,63
Sikkim,11,Grade 5,Experiences During Pandemic,64
Sikkim,11,Grade 5,Obstacles to learning in pandemic,30
Sikkim,11,Grade 5,No Digital Device at Home,28
Sikkim,11,Grade 5,Follow the Covid-19 hygiene protocols,87
Sikkim,11,Grade 5,"Experienced worry, anxiety and fear during pandemic",41
Sikkim,11,Grade 5,Happy being by myself at home,43
Sikkim,11,Grade 8,students like to go to school,98.20954927
Sikkim,11,Grade 8,students use home language as medium of instruction in the class,77.93486313
Sikkim,11,Grade 8,CWSN students get facilities from school,82.62174053
Sikkim,11,Grade 8,"students could understand, what teachers teach in the class",97.6384705
Sikkim,11,Grade 8,Students get parental support for their educational achievement,78.28605581
Sikkim,11,Grade 8,Teachers have adequate instructional material and supplies,22.19101124
Sikkim,11,Grade 8,Teachers have adequate work space,38.20224719
Sikkim,11,Grade 8,Teachers say that they are overloaded with the work,29.81715893
Sikkim,11,Grade 8,Teachers have responded that the school building needs major repair,30.47752809
Sikkim,11,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,24.85955056
Sikkim,11,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,23.45505618
Sikkim,11,Grade 8,Teachers participated in professional development program,66.05374823
Sikkim,11,Grade 8,Teachers have responded that the parents take interest in school activities,90.02808989
Sikkim,11,Grade 8,of schools have adequate qualified teaching staff,64.7696477
Sikkim,11,Grade 8,of schools have adequate supporting staff,63.41463415
Sikkim,11,Grade 8,of schools have adequate audio visual resources,32.79132791
Sikkim,11,Grade 8,of schools have adequate library resources,31.69398907
Sikkim,11,Grade 8,of schools participate in sports activities,95.10869565
Sikkim,11,Grade 8,Understand the protocols for COVID symptom reporting,98.45505618
Sikkim,11,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,97.75280899
Sikkim,11,Grade 8,Know about the school reopening guidelines,98.16384181
Sikkim,11,Grade 8,I learnt many things:,28.39918988
Sikkim,11,Grade 8,Experiences During Pandemic,61.11688385
Sikkim,11,Grade 8,Obstacles to learning in pandemic,97.2573008
Sikkim,11,Grade 8,No Digital Device at Home,74.59600714
Sikkim,11,Grade 8,Follow the Covid-19 hygiene protocols,81.69860972
Sikkim,11,Grade 8,"Experienced worry, anxiety and fear during pandemic",96.20398226
Sikkim,11,Grade 8,Happy being by myself at home,78.47702901
Tamil Nadu,33,Grade 10,students like to go to school,95.595474
Tamil Nadu,33,Grade 10,students use home language as medium of instruction in the class,80.18169
Tamil Nadu,33,Grade 10,CWSN students get facilities from school,77.21067
Tamil Nadu,33,Grade 10,"students could understand, what teachers teach in the class",95.97459
Tamil Nadu,33,Grade 10,Students get parental support for their educational achievement,74.10004
Tamil Nadu,33,Grade 10,Teachers have adequate instructional material and supplies,60.21659
Tamil Nadu,33,Grade 10,Teachers have adequate work space,68.8939
Tamil Nadu,33,Grade 10,Teachers say that they are overloaded with the work,60.539127
Tamil Nadu,33,Grade 10,Teachers have responded that the school building needs major repair,17.236467
Tamil Nadu,33,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,10.078255
Tamil Nadu,33,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,13.376778
Tamil Nadu,33,Grade 10,Teachers participated in professional development program,43.907013
Tamil Nadu,33,Grade 10,Teachers have responded that the parents take interest in school activities,84.74315
Tamil Nadu,33,Grade 10,of schools have adequate qualified teaching staff,90.34366
Tamil Nadu,33,Grade 10,of schools have adequate supporting staff,67.9932
Tamil Nadu,33,Grade 10,of schools have adequate audio visual resources,68.570045
Tamil Nadu,33,Grade 10,of schools have adequate library resources,78.766624
Tamil Nadu,33,Grade 10,of schools participate in sports activities,95.26341
Tamil Nadu,33,Grade 10,Understand the protocols for COVID symptom reporting,98.31658
Tamil Nadu,33,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,98.67316
Tamil Nadu,33,Grade 10,Know about the school reopening guidelines,98.90311
Tamil Nadu,33,Grade 10,I learnt many things:,63
Tamil Nadu,33,Grade 10,Experiences During Pandemic,58
Tamil Nadu,33,Grade 10,Obstacles to learning in pandemic,28
Tamil Nadu,33,Grade 10,No Digital Device at Home,26
Tamil Nadu,33,Grade 10,Follow the Covid-19 hygiene protocols,91
Tamil Nadu,33,Grade 10,"Experienced worry, anxiety and fear during pandemic",45
Tamil Nadu,33,Grade 10,Happy being by myself at home,50
Tamil Nadu,33,Grade 3,students like to go to school,97.41238733
Tamil Nadu,33,Grade 3,students use home language as medium of instruction in the class,82.85237473
Tamil Nadu,33,Grade 3,CWSN students get facilities from school,74.65497407
Tamil Nadu,33,Grade 3,"students could understand, what teachers teach in the class",95.92803113
Tamil Nadu,33,Grade 3,Students get parental support for their educational achievement,76.39169725
Tamil Nadu,33,Grade 3,Teachers have adequate instructional material and supplies,58.45369584
Tamil Nadu,33,Grade 3,Teachers have adequate work space,68.80851064
Tamil Nadu,33,Grade 3,Teachers say that they are overloaded with the work,58.44321565
Tamil Nadu,33,Grade 3,Teachers have responded that the school building needs major repair,18.11994896
Tamil Nadu,33,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,11.56462585
Tamil Nadu,33,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,12.33050847
Tamil Nadu,33,Grade 3,Teachers participated in professional development program,42.85714286
Tamil Nadu,33,Grade 3,Teachers have responded that the parents take interest in school activities,91.84713376
Tamil Nadu,33,Grade 3,of schools have adequate qualified teaching staff,90.34365924
Tamil Nadu,33,Grade 3,of schools have adequate supporting staff,67.99320553
Tamil Nadu,33,Grade 3,of schools have adequate audio visual resources,68.57004597
Tamil Nadu,33,Grade 3,of schools have adequate library resources,78.76662636
Tamil Nadu,33,Grade 3,of schools participate in sports activities,95.26341228
Tamil Nadu,33,Grade 3,Understand the protocols for COVID symptom reporting,97.43260591
Tamil Nadu,33,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,98.88936352
Tamil Nadu,33,Grade 3,Know about the school reopening guidelines,98.54327335
Tamil Nadu,33,Grade 3,I learnt many things:,58
Tamil Nadu,33,Grade 3,Experiences During Pandemic,53
Tamil Nadu,33,Grade 3,Obstacles to learning in pandemic,41
Tamil Nadu,33,Grade 3,No Digital Device at Home,41
Tamil Nadu,33,Grade 3,Follow the Covid-19 hygiene protocols,90
Tamil Nadu,33,Grade 3,"Experienced worry, anxiety and fear during pandemic",43
Tamil Nadu,33,Grade 3,Happy being by myself at home,50
Tamil Nadu,33,Grade 5,students like to go to school,97.64559094
Tamil Nadu,33,Grade 5,students use home language as medium of instruction in the class,83.71941907
Tamil Nadu,33,Grade 5,CWSN students get facilities from school,78.16110885
Tamil Nadu,33,Grade 5,"students could understand, what teachers teach in the class",96.45013232
Tamil Nadu,33,Grade 5,Students get parental support for their educational achievement,81.63552973
Tamil Nadu,33,Grade 5,Teachers have adequate instructional material and supplies,59.15611814
Tamil Nadu,33,Grade 5,Teachers have adequate work space,67.07317073
Tamil Nadu,33,Grade 5,Teachers say that they are overloaded with the work,59.34204977
Tamil Nadu,33,Grade 5,Teachers have responded that the school building needs major repair,20.96161957
Tamil Nadu,33,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,12.66302061
Tamil Nadu,33,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,14.49579832
Tamil Nadu,33,Grade 5,Teachers participated in professional development program,45.76923077
Tamil Nadu,33,Grade 5,Teachers have responded that the parents take interest in school activities,92.56302521
Tamil Nadu,33,Grade 5,of schools have adequate qualified teaching staff,90.34365924
Tamil Nadu,33,Grade 5,of schools have adequate supporting staff,67.99320553
Tamil Nadu,33,Grade 5,of schools have adequate audio visual resources,68.57004597
Tamil Nadu,33,Grade 5,of schools have adequate library resources,78.76662636
Tamil Nadu,33,Grade 5,of schools participate in sports activities,95.26341228
Tamil Nadu,33,Grade 5,Understand the protocols for COVID symptom reporting,97.20812183
Tamil Nadu,33,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,98.14267623
Tamil Nadu,33,Grade 5,Know about the school reopening guidelines,98.56297549
Tamil Nadu,33,Grade 5,I learnt many things:,63
Tamil Nadu,33,Grade 5,Experiences During Pandemic,57
Tamil Nadu,33,Grade 5,Obstacles to learning in pandemic,39
Tamil Nadu,33,Grade 5,No Digital Device at Home,39
Tamil Nadu,33,Grade 5,Follow the Covid-19 hygiene protocols,90
Tamil Nadu,33,Grade 5,"Experienced worry, anxiety and fear during pandemic",47
Tamil Nadu,33,Grade 5,Happy being by myself at home,48
Tamil Nadu,33,Grade 8,students like to go to school,95.02557157
Tamil Nadu,33,Grade 8,students use home language as medium of instruction in the class,77.0170061
Tamil Nadu,33,Grade 8,CWSN students get facilities from school,75.21816003
Tamil Nadu,33,Grade 8,"students could understand, what teachers teach in the class",94.12731561
Tamil Nadu,33,Grade 8,Students get parental support for their educational achievement,74.79118762
Tamil Nadu,33,Grade 8,Teachers have adequate instructional material and supplies,58.4717608
Tamil Nadu,33,Grade 8,Teachers have adequate work space,68.54599407
Tamil Nadu,33,Grade 8,Teachers say that they are overloaded with the work,59.97205728
Tamil Nadu,33,Grade 8,Teachers have responded that the school building needs major repair,17.69525802
Tamil Nadu,33,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,10.48499651
Tamil Nadu,33,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,12.84195853
Tamil Nadu,33,Grade 8,Teachers participated in professional development program,43.01286633
Tamil Nadu,33,Grade 8,Teachers have responded that the parents take interest in school activities,87.58056088
Tamil Nadu,33,Grade 8,of schools have adequate qualified teaching staff,90.34365924
Tamil Nadu,33,Grade 8,of schools have adequate supporting staff,67.99320553
Tamil Nadu,33,Grade 8,of schools have adequate audio visual resources,68.57004597
Tamil Nadu,33,Grade 8,of schools have adequate library resources,78.76662636
Tamil Nadu,33,Grade 8,of schools participate in sports activities,95.26341228
Tamil Nadu,33,Grade 8,Understand the protocols for COVID symptom reporting,98.00175285
Tamil Nadu,33,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,98.76760563
Tamil Nadu,33,Grade 8,Know about the school reopening guidelines,98.92794376
Tamil Nadu,33,Grade 8,I learnt many things:,32.74407464
Tamil Nadu,33,Grade 8,Experiences During Pandemic,58.02142525
Tamil Nadu,33,Grade 8,Obstacles to learning in pandemic,95.40062539
Tamil Nadu,33,Grade 8,No Digital Device at Home,77.05525786
Tamil Nadu,33,Grade 8,Follow the Covid-19 hygiene protocols,75.33585497
Tamil Nadu,33,Grade 8,"Experienced worry, anxiety and fear during pandemic",94.3708445
Tamil Nadu,33,Grade 8,Happy being by myself at home,75.08264886
Telangana,36,Grade 10,students like to go to school,96.84466
Telangana,36,Grade 10,students use home language as medium of instruction in the class,68.66549
Telangana,36,Grade 10,CWSN students get facilities from school,73.94356
Telangana,36,Grade 10,"students could understand, what teachers teach in the class",96.45793
Telangana,36,Grade 10,Students get parental support for their educational achievement,81.51181
Telangana,36,Grade 10,Teachers have adequate instructional material and supplies,34.88714
Telangana,36,Grade 10,Teachers have adequate work space,51.75927
Telangana,36,Grade 10,Teachers say that they are overloaded with the work,36.46194
Telangana,36,Grade 10,Teachers have responded that the school building needs major repair,23.446684
Telangana,36,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,17.733473
Telangana,36,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,26.800337
Telangana,36,Grade 10,Teachers participated in professional development program,54.66316
Telangana,36,Grade 10,Teachers have responded that the parents take interest in school activities,85.47152
Telangana,36,Grade 10,of schools have adequate qualified teaching staff,77.175285
Telangana,36,Grade 10,of schools have adequate supporting staff,53.17494
Telangana,36,Grade 10,of schools have adequate audio visual resources,55.947876
Telangana,36,Grade 10,of schools have adequate library resources,43.037178
Telangana,36,Grade 10,of schools participate in sports activities,94.00545
Telangana,36,Grade 10,Understand the protocols for COVID symptom reporting,97.29247
Telangana,36,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,97.594284
Telangana,36,Grade 10,Know about the school reopening guidelines,97.901146
Telangana,36,Grade 10,I learnt many things:,67
Telangana,36,Grade 10,Experiences During Pandemic,68
Telangana,36,Grade 10,Obstacles to learning in pandemic,34
Telangana,36,Grade 10,No Digital Device at Home,33
Telangana,36,Grade 10,Follow the Covid-19 hygiene protocols,91
Telangana,36,Grade 10,"Experienced worry, anxiety and fear during pandemic",49
Telangana,36,Grade 10,Happy being by myself at home,51
Telangana,36,Grade 3,students like to go to school,95.30664617
Telangana,36,Grade 3,students use home language as medium of instruction in the class,76.88077025
Telangana,36,Grade 3,CWSN students get facilities from school,67.68475887
Telangana,36,Grade 3,"students could understand, what teachers teach in the class",92.47157877
Telangana,36,Grade 3,Students get parental support for their educational achievement,71.02823082
Telangana,36,Grade 3,Teachers have adequate instructional material and supplies,34.03185247
Telangana,36,Grade 3,Teachers have adequate work space,46.84962195
Telangana,36,Grade 3,Teachers say that they are overloaded with the work,34.07821229
Telangana,36,Grade 3,Teachers have responded that the school building needs major repair,26.41140302
Telangana,36,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,20.17887088
Telangana,36,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,29.30986309
Telangana,36,Grade 3,Teachers participated in professional development program,53.88499299
Telangana,36,Grade 3,Teachers have responded that the parents take interest in school activities,87.06342554
Telangana,36,Grade 3,of schools have adequate qualified teaching staff,77.17528373
Telangana,36,Grade 3,of schools have adequate supporting staff,53.17493692
Telangana,36,Grade 3,of schools have adequate audio visual resources,55.94787726
Telangana,36,Grade 3,of schools have adequate library resources,43.03717706
Telangana,36,Grade 3,of schools participate in sports activities,94.00544959
Telangana,36,Grade 3,Understand the protocols for COVID symptom reporting,95.11036602
Telangana,36,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,95.97315436
Telangana,36,Grade 3,Know about the school reopening guidelines,97.2043612
Telangana,36,Grade 3,I learnt many things:,51
Telangana,36,Grade 3,Experiences During Pandemic,49
Telangana,36,Grade 3,Obstacles to learning in pandemic,45
Telangana,36,Grade 3,No Digital Device at Home,44
Telangana,36,Grade 3,Follow the Covid-19 hygiene protocols,79
Telangana,36,Grade 3,"Experienced worry, anxiety and fear during pandemic",48
Telangana,36,Grade 3,Happy being by myself at home,48
Telangana,36,Grade 5,students like to go to school,95.19519951
Telangana,36,Grade 5,students use home language as medium of instruction in the class,68.73594419
Telangana,36,Grade 5,CWSN students get facilities from school,73.77171369
Telangana,36,Grade 5,"students could understand, what teachers teach in the class",93.46953876
Telangana,36,Grade 5,Students get parental support for their educational achievement,76.71879129
Telangana,36,Grade 5,Teachers have adequate instructional material and supplies,38.24726135
Telangana,36,Grade 5,Teachers have adequate work space,50.12515645
Telangana,36,Grade 5,Teachers say that they are overloaded with the work,35.875
Telangana,36,Grade 5,Teachers have responded that the school building needs major repair,26.18898623
Telangana,36,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,18.30106184
Telangana,36,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,27.13347921
Telangana,36,Grade 5,Teachers participated in professional development program,51.70899969
Telangana,36,Grade 5,Teachers have responded that the parents take interest in school activities,88.68042527
Telangana,36,Grade 5,of schools have adequate qualified teaching staff,77.17528373
Telangana,36,Grade 5,of schools have adequate supporting staff,53.17493692
Telangana,36,Grade 5,of schools have adequate audio visual resources,55.94787726
Telangana,36,Grade 5,of schools have adequate library resources,43.03717706
Telangana,36,Grade 5,of schools participate in sports activities,94.00544959
Telangana,36,Grade 5,Understand the protocols for COVID symptom reporting,94.7467167
Telangana,36,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,96.68646452
Telangana,36,Grade 5,Know about the school reopening guidelines,97.125
Telangana,36,Grade 5,I learnt many things:,60
Telangana,36,Grade 5,Experiences During Pandemic,58
Telangana,36,Grade 5,Obstacles to learning in pandemic,46
Telangana,36,Grade 5,No Digital Device at Home,46
Telangana,36,Grade 5,Follow the Covid-19 hygiene protocols,83
Telangana,36,Grade 5,"Experienced worry, anxiety and fear during pandemic",50
Telangana,36,Grade 5,Happy being by myself at home,49
Telangana,36,Grade 8,students like to go to school,96.50565018
Telangana,36,Grade 8,students use home language as medium of instruction in the class,66.27983872
Telangana,36,Grade 8,CWSN students get facilities from school,76.32577095
Telangana,36,Grade 8,"students could understand, what teachers teach in the class",95.10343306
Telangana,36,Grade 8,Students get parental support for their educational achievement,80.46354856
Telangana,36,Grade 8,Teachers have adequate instructional material and supplies,36.14664587
Telangana,36,Grade 8,Teachers have adequate work space,51.37285491
Telangana,36,Grade 8,Teachers say that they are overloaded with the work,35.86787161
Telangana,36,Grade 8,Teachers have responded that the school building needs major repair,23.12607137
Telangana,36,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,17.89440897
Telangana,36,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,27.28971963
Telangana,36,Grade 8,Teachers participated in professional development program,50.88785047
Telangana,36,Grade 8,Teachers have responded that the parents take interest in school activities,85.99003736
Telangana,36,Grade 8,of schools have adequate qualified teaching staff,77.17528373
Telangana,36,Grade 8,of schools have adequate supporting staff,53.17493692
Telangana,36,Grade 8,of schools have adequate audio visual resources,55.94787726
Telangana,36,Grade 8,of schools have adequate library resources,43.03717706
Telangana,36,Grade 8,of schools participate in sports activities,94.00544959
Telangana,36,Grade 8,Understand the protocols for COVID symptom reporting,97.23172628
Telangana,36,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,97.60385872
Telangana,36,Grade 8,Know about the school reopening guidelines,97.37332919
Telangana,36,Grade 8,I learnt many things:,32.51214462
Telangana,36,Grade 8,Experiences During Pandemic,58.69131303
Telangana,36,Grade 8,Obstacles to learning in pandemic,96.1586818
Telangana,36,Grade 8,No Digital Device at Home,66.01331314
Telangana,36,Grade 8,Follow the Covid-19 hygiene protocols,76.4133124
Telangana,36,Grade 8,"Experienced worry, anxiety and fear during pandemic",95.35529963
Telangana,36,Grade 8,Happy being by myself at home,79.62857755
Tripura,16,Grade 10,students like to go to school,98.51924
Tripura,16,Grade 10,students use home language as medium of instruction in the class,75.33468
Tripura,16,Grade 10,CWSN students get facilities from school,79.277176
Tripura,16,Grade 10,"students could understand, what teachers teach in the class",97.10468
Tripura,16,Grade 10,Students get parental support for their educational achievement,79.78051
Tripura,16,Grade 10,Teachers have adequate instructional material and supplies,18.057142
Tripura,16,Grade 10,Teachers have adequate work space,41.37143
Tripura,16,Grade 10,Teachers say that they are overloaded with the work,18.867924
Tripura,16,Grade 10,Teachers have responded that the school building needs major repair,35.54286
Tripura,16,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,27.730131
Tripura,16,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,27.039362
Tripura,16,Grade 10,Teachers participated in professional development program,45.79279
Tripura,16,Grade 10,Teachers have responded that the parents take interest in school activities,93.725044
Tripura,16,Grade 10,of schools have adequate qualified teaching staff,57.078144
Tripura,16,Grade 10,of schools have adequate supporting staff,28.603603
Tripura,16,Grade 10,of schools have adequate audio visual resources,28.31257
Tripura,16,Grade 10,of schools have adequate library resources,27.959414
Tripura,16,Grade 10,of schools participate in sports activities,97.41283
Tripura,16,Grade 10,Understand the protocols for COVID symptom reporting,98.91491
Tripura,16,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,98.17456
Tripura,16,Grade 10,Know about the school reopening guidelines,99.25799
Tripura,16,Grade 10,I learnt many things:,62
Tripura,16,Grade 10,Experiences During Pandemic,64
Tripura,16,Grade 10,Obstacles to learning in pandemic,32
Tripura,16,Grade 10,No Digital Device at Home,33
Tripura,16,Grade 10,Follow the Covid-19 hygiene protocols,89
Tripura,16,Grade 10,"Experienced worry, anxiety and fear during pandemic",52
Tripura,16,Grade 10,Happy being by myself at home,46
Tripura,16,Grade 3,students like to go to school,95.56368638
Tripura,16,Grade 3,students use home language as medium of instruction in the class,76.47060072
Tripura,16,Grade 3,CWSN students get facilities from school,74.14129698
Tripura,16,Grade 3,"students could understand, what teachers teach in the class",93.2925733
Tripura,16,Grade 3,Students get parental support for their educational achievement,73.39767495
Tripura,16,Grade 3,Teachers have adequate instructional material and supplies,19.94949495
Tripura,16,Grade 3,Teachers have adequate work space,38.79093199
Tripura,16,Grade 3,Teachers say that they are overloaded with the work,21.99747155
Tripura,16,Grade 3,Teachers have responded that the school building needs major repair,32.49370277
Tripura,16,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,26.32241814
Tripura,16,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,24.81108312
Tripura,16,Grade 3,Teachers participated in professional development program,44.67005076
Tripura,16,Grade 3,Teachers have responded that the parents take interest in school activities,95.9697733
Tripura,16,Grade 3,of schools have adequate qualified teaching staff,57.0781427
Tripura,16,Grade 3,of schools have adequate supporting staff,28.6036036
Tripura,16,Grade 3,of schools have adequate audio visual resources,28.31257078
Tripura,16,Grade 3,of schools have adequate library resources,27.95941375
Tripura,16,Grade 3,of schools participate in sports activities,97.4128234
Tripura,16,Grade 3,Understand the protocols for COVID symptom reporting,98.60759494
Tripura,16,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,97.22921914
Tripura,16,Grade 3,Know about the school reopening guidelines,98.22560203
Tripura,16,Grade 3,I learnt many things:,53
Tripura,16,Grade 3,Experiences During Pandemic,54
Tripura,16,Grade 3,Obstacles to learning in pandemic,36
Tripura,16,Grade 3,No Digital Device at Home,38
Tripura,16,Grade 3,Follow the Covid-19 hygiene protocols,75
Tripura,16,Grade 3,"Experienced worry, anxiety and fear during pandemic",42
Tripura,16,Grade 3,Happy being by myself at home,40
Tripura,16,Grade 5,students like to go to school,97.73375569
Tripura,16,Grade 5,students use home language as medium of instruction in the class,73.61347676
Tripura,16,Grade 5,CWSN students get facilities from school,75.30258355
Tripura,16,Grade 5,"students could understand, what teachers teach in the class",95.0898394
Tripura,16,Grade 5,Students get parental support for their educational achievement,77.55317331
Tripura,16,Grade 5,Teachers have adequate instructional material and supplies,18.46153846
Tripura,16,Grade 5,Teachers have adequate work space,36.10755442
Tripura,16,Grade 5,Teachers say that they are overloaded with the work,19.82097187
Tripura,16,Grade 5,Teachers have responded that the school building needs major repair,31.80076628
Tripura,16,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,28.99106003
Tripura,16,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,24.48979592
Tripura,16,Grade 5,Teachers participated in professional development program,39.18575064
Tripura,16,Grade 5,Teachers have responded that the parents take interest in school activities,94.64285714
Tripura,16,Grade 5,of schools have adequate qualified teaching staff,57.0781427
Tripura,16,Grade 5,of schools have adequate supporting staff,28.6036036
Tripura,16,Grade 5,of schools have adequate audio visual resources,28.31257078
Tripura,16,Grade 5,of schools have adequate library resources,27.95941375
Tripura,16,Grade 5,of schools participate in sports activities,97.4128234
Tripura,16,Grade 5,Understand the protocols for COVID symptom reporting,97.94871795
Tripura,16,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,98.47133758
Tripura,16,Grade 5,Know about the school reopening guidelines,97.44897959
Tripura,16,Grade 5,I learnt many things:,59
Tripura,16,Grade 5,Experiences During Pandemic,61
Tripura,16,Grade 5,Obstacles to learning in pandemic,36
Tripura,16,Grade 5,No Digital Device at Home,36
Tripura,16,Grade 5,Follow the Covid-19 hygiene protocols,82
Tripura,16,Grade 5,"Experienced worry, anxiety and fear during pandemic",47
Tripura,16,Grade 5,Happy being by myself at home,42
Tripura,16,Grade 8,students like to go to school,97.14108975
Tripura,16,Grade 8,students use home language as medium of instruction in the class,74.91864869
Tripura,16,Grade 8,CWSN students get facilities from school,76.74554873
Tripura,16,Grade 8,"students could understand, what teachers teach in the class",95.95385027
Tripura,16,Grade 8,Students get parental support for their educational achievement,75.65497964
Tripura,16,Grade 8,Teachers have adequate instructional material and supplies,21.26358696
Tripura,16,Grade 8,Teachers have adequate work space,38.71186441
Tripura,16,Grade 8,Teachers say that they are overloaded with the work,20.73170732
Tripura,16,Grade 8,Teachers have responded that the school building needs major repair,35.25815217
Tripura,16,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,29.94579946
Tripura,16,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,27.27272727
