State;Grade;Subject;National Average;Question;State Average;Subject Code
Andaman & Nicobar Islands;Grade 10;Science;36.145523;Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.;43.193035;SCI1002
Andaman & Nicobar Islands;Grade 10;Science;40.16393;Relates processes and phenomena with causes and effects;45.964672;SCI1003
Andaman & Nicobar Islands;Grade 10;Science;35.628475;Explains processes and phenomena.;43.84173;SCI1004
Andaman & Nicobar Islands;Grade 10;Science;29.918556;Analyses and interprets data, graphs, and figures;25.734993;SCI1005
Andaman & Nicobar Islands;Grade 10;Science;28.238886;Calculates using the data given;29.297728;SCI1006
Andaman & Nicobar Islands;Grade 10;Science;37.598038;Uses scientific conventions to represent units of various quantities, symbols, formulae, and equations.;42.53572;SCI1007
Andaman & Nicobar Islands;Grade 10;Science;32.583794;Applies learning to hypothetical situations;39.917393;SCI1008
Andaman & Nicobar Islands;Grade 10;Science;36.140385;Applies scientific concepts in daily life and solving problems;41.89124;SCI1009
Andaman & Nicobar Islands;Grade 10;Science;28.161814;Derives formulae, equations, and laws;33.76883;SCI1010
Andaman & Nicobar Islands;Grade 10;Social Studies;33.983433;Recognises and retrieves facts, figures, and narrate processes.;39.300686;SST1001
Andaman & Nicobar Islands;Grade 10;Social Studies;36.572113;Classifies and compares events, facts, data, and figures.;43.52071;SST1002
Andaman & Nicobar Islands;Grade 10;Social Studies;35.907436;Explains cause and effect relationship between phenomena, events, and their occurrence.;36.605354;SST1003
Andaman & Nicobar Islands;Grade 10;Social Studies;33.303093;Analyses and evaluates information.;33.899284;SST1004
Andaman & Nicobar Islands;Grade 10;Social Studies;41.890568;Interprets.;44.749783;SST1005
Andaman & Nicobar Islands;Grade 10;Social Studies;27.184587;Draws interlinkages within Social Science.;30.211977;SST1006
Andaman & Nicobar Islands;Grade 10;Social Studies;51.316265;Identifies assumptions, biases, prejudices, or stereotypes about various aspects.;54.78979;SST1007
Andaman & Nicobar Islands;Grade 10;Social Studies;45.048756;Demonstrates inquisitiveness, enquiry.;53.20986;SST1008
Andaman & Nicobar Islands;Grade 10;Social Studies;28.27952;Constructs views, arguments, and ideas on the basis of collected or given information.;30.741945;SST1009
Andaman & Nicobar Islands;Grade 10;Social Studies;35.440754;Extrapolates and predicts events and phenomena.;39.780113;SST1010
Andaman & Nicobar Islands;Grade 10;Social Studies;44.899364;Illustrates decision making/problem solving skills.;50.934223;SST1011
Andaman & Nicobar Islands;Grade 10;Social Studies;37.20472;Shows sensitivity and appreciation skills.;42.22396;SST1012
Telangana;Grade 3;Language;63.63026186;Reads small texts with comprehension i.e., identifies main ideas, details,sequence and draws conclusions;48.50226567;L304
Telangana;Grade 3;Language;58.37958018;Reads printed scripts on the classroom walls: poems, posters, charts etc.;46.68415874;L312
Telangana;Grade 3;Mathematics;44.86014936;Reads and writes numbers up to 999 using place value;37.37353379;M301
Telangana;Grade 3;Mathematics;69.59105659;Compares numbers up to 999 based on their place values;56.72673207;M302
Telangana;Grade 3;Mathematics;53.09433594;Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping;39.90628459;M303
Telangana;Grade 3;Mathematics;61.36625068;Constructs and uses the multiplication facts (up till 10) in daily life situations;46.53367299;M304
Telangana;Grade 3;Mathematics;52.62719893;Analyses and applies an appropriate number operation in the situation/ context;41.33070296;M305
Telangana;Grade 3;Mathematics;47.12859715;Explains the meaning of division facts by equal grouping/sharing and finds it by repeated subtraction;37.3498214;M306
Telangana;Grade 3;Mathematics;43.42736751;Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.;36.71953064;M309
Telangana;Grade 3;Mathematics;55.87288305;Fills a given region leaving no gaps using a tile of a given shape;42.84733645;M311
Telangana;Grade 3;Mathematics;50.42683159;Estimates and measures length and distance using standard units like centimeters or meters & identifies relationships;39.88870004;M312
Telangana;Grade 3;Mathematics;71.18972678;Reads the time correctly to the hour using a clock/watch;54.63301223;M317
Telangana;Grade 3;Mathematics;56.32346284;Extends patterns in simple shapes and numbers;42.1616889;M318
Telangana;Grade 3;Mathematics;52.83858721;Records data using tally marks, represents pictorially and draws;40.86937969;M319
Telangana;Grade 3;EVS;61.58180576;Identifies simple features (e.g. movement, at places found/ kept, eating habits, sounds) of animals and birds in the immediate surroundings.;50.56543355;EVS302
Telangana;Grade 3;EVS;51.2573532;Identifies relationships with and among family members;38.61216128;EVS303
Telangana;Grade 3;EVS;65.20640349;Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods;52.54933148;EVS304
Telangana;Grade 3;EVS;52.05501548;Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.;41.07903147;EVS305
Telangana;Grade 3;EVS;63.03021748;Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features);48.75854901;EVS307
Telangana;Grade 3;EVS;65.92871657;Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally;52.92525684;EVS309
Telangana;Grade 3;EVS;67.30950727;Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units;54.4319004;EVS310
Telangana;Grade 3;EVS;53.9116383;Records observations, experiences, information on objects/activities/places visited in different ways and predicts patterns etc;41.39064159;EVS311
Telangana;Grade 3;EVS;42.74752998;Observes rules in games (local, indoor, outdoor);31.29096675;EVS313
Telangana;Grade 3;EVS;62.992927;Voices opinion on good/bad touch , stereotypes for tasks/play/food in family w.r.t gender, misuse/wastage of food and water in family and school.;45.68803859;EVS314
Telangana;Grade 5;Language;55.19833154;Reads text with comprehension, locates details and sequence of events;42.93065715;L508
Telangana;Grade 5;Mathematics;44.80937633;Applies operations of numbers in daily life situations;35.61608164;M401
Telangana;Grade 5;Mathematics;35.91642014;Explores the area and perimeter of simple geometrical shapes (triangle, rectangle, square) in terms of given shape as a unit;27.89120895;M412
Telangana;Grade 5;Mathematics;47.38427343;Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction;36.07792862;M418
Telangana;Grade 5;Mathematics;41.97566973;Represent the collected information in tables and bar graphs and draws inferences from these;32.76599286;M421
Telangana;Grade 5;Mathematics;55.23289532;Reads and writes numbers bigger than 1000 being used in her/his surroundings;48.0303326;M501
Telangana;Grade 5;Mathematics;45.75788074;Estimates sum, difference, product and quotient of numbers and verifies the same using different strategies like using standard algorithms or breaking a number and then using operation;39.60652918;M504
Telangana;Grade 5;Mathematics;54.99199454;Finds the number corresponding to part of a collection;46.55139303;M505
Telangana;Grade 5;Mathematics;38.21900005;Identifies and forms equivalent fractions of a given fraction;33.16487373;M506
Telangana;Grade 5;Mathematics;42.81734551;Converts fractions into decimals and vice versa;32.73176723;M508
Telangana;Grade 5;Mathematics;47.78604298;Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing;34.27819543;M509
Telangana;Grade 5;Mathematics;37.85880312;Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa;31.43631394;M512
Telangana;Grade 5;Mathematics;40.81815671;Estimates the volume of a solid body in known units.;30.94833155;M513
Telangana;Grade 5;Mathematics;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;32.71203859;M514
Telangana;Grade 5;Mathematics;45.86787489;Identifies the pattern in triangular numbers and square number;37.26775506;M515
Telangana;Grade 5;Mathematics;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;38.81143407;M516
Telangana;Grade 5;EVS;50.14524069;Identifies relationship with and among family members in extended family;38.40429666;EVS403
Telangana;Grade 5;EVS;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;36.65416631;EVS410
Telangana;Grade 5;EVS;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;36.0150275;EVS501
Telangana;Grade 5;EVS;50.13567716;Describes the interdependence among animals, plants and humans;41.26906793;EVS503
Telangana;Grade 5;EVS;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);35.48402187;EVS504
Telangana;Grade 5;EVS;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);36.84829787;EVS505
Telangana;Grade 5;EVS;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;39.16192599;EVS506
Telangana;Grade 5;EVS;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;31.51122139;EVS507
Telangana;Grade 5;EVS;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;32.64346169;EVS508
Telangana;Grade 5;EVS;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;47.61154267;EVS509
Telangana;Grade 5;EVS;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;40.81099495;EVS510
Telangana;Grade 5;EVS;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;41.51351957;EVS512
Telangana;Grade 5;EVS;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;30.04575902;EVS513
Telangana;Grade 8;Language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;47.97838986;L813
Telangana;Grade 8;Mathematics;49.36112431;Solves problems involving large numbers by applying appropriate operations;40.49666481;M601
Telangana;Grade 8;Mathematics;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;41.95405249;M606
Telangana;Grade 8;Mathematics;28.73591711;Finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.;23.65447085;M620
Telangana;Grade 8;Mathematics;40.79030337;Arranges given/collected information in the form of table, pictograph and bar graph and interprets them;35.54404673;M621
Telangana;Grade 8;Mathematics;34.17930695;Interprets the division and multiplication of fractions;28.48123879;M702
Telangana;Grade 8;Mathematics;22.99285869;Solves problems related to daily life situations involving rational numbers;17.43725095;M705
Telangana;Grade 8;Mathematics;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;24.95896851;M706
Telangana;Grade 8;Mathematics;37.85720974;Adds/subtracts algebraic expressions;32.16187291;M707
Telangana;Grade 8;Mathematics;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;23.30729839;M710
Telangana;Grade 8;Mathematics;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;30.1880481;M717
Telangana;Grade 8;Mathematics;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;38.89508394;M719
Telangana;Grade 8;Mathematics;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;34.85880546;M721
Telangana;Grade 8;Mathematics;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;32.07818376;M801
Telangana;Grade 8;Mathematics;39.69694416;Finds rational numbers between two given rational numbers;37.84232954;M802
Telangana;Grade 8;Mathematics;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;36.02680995;M803
Telangana;Grade 8;Mathematics;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;27.49644965;M804
Telangana;Grade 8;Mathematics;42.22910329;uses various algebric identities in solving problem of daily life.;35.96433714;M808
Telangana;Grade 8;Mathematics;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;37.12933996;M812
Telangana;Grade 8;Mathematics;30.49771775;Find surface area and volume of cuboidal and cylindrical object;30.78868981;M818
Telangana;Grade 8;Mathematics;29.72837381;Draws and interprets bar charts and pie charts;27.40228814;M819
Telangana;Grade 8;Science;38.6624294;Classifies materials and organisms based on properties/characteristics;36.39487466;SCI703
Telangana;Grade 8;Science;37.07110679;Conducts simple investigation to seek answers to queries;29.09643385;SCI704
Telangana;Grade 8;Science;44.69084783;Relates processes and phenomenon with causes;38.88570688;SCI705
Telangana;Grade 8;Science;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";34.5941274;SCI708
Telangana;Grade 8;Science;35.44045265;Plots and interprets graphs;31.97109718;SCI710
Telangana;Grade 8;Science;26.33601219;Constructs models using materials from surroundings and explains their working;26.31041265;SCI711
Telangana;Grade 8;Science;46.11448868;Differentiates materials, organism and processes;42.32498791;SCI801
Telangana;Grade 8;Science;33.95429397;Relates processes and phenomenon with causes;29.01325645;SCI804
Telangana;Grade 8;Science;35.64002396;Explains processes and phenomenon;33.60309165;SCI805
Telangana;Grade 8;Science;33.72744696;Measures angles of incidence and reflection, etc.;31.78210436;SCI807
Telangana;Grade 8;Science;44.6740778;Applies learning of scientific concepts in day-to-day life;39.98283176;SCI811
Telangana;Grade 8;Science;43.70258064;Makes efforts to protect environment;38.32933415;SCI813
Telangana;Grade 8;Social Studies;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;31.99073916;SST605
Telangana;Grade 8;Social Studies;26.31341968;Locates important historical sites, places on an outline map of India.;27.31844699;SST610
Telangana;Grade 8;Social Studies;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;37.96915216;SST625
Telangana;Grade 8;Social Studies;46.21675658;Explains preventive actions to be undertaken in the event of disasters;35.44749702;SST703
Telangana;Grade 8;Social Studies;43.90557534;Describes formation of landforms due to various factors;32.63447477;SST704
Telangana;Grade 8;Social Studies;39.38328158;Explains the significance of equality in democracy;26.47838621;SST722
Telangana;Grade 8;Social Studies;41.68680835;Describes the process of election to the legislative assembly;34.31196464;SST726
Telangana;Grade 8;Social Studies;56.08979533;Explains the functioning of media with appropriate examples from newspapers;48.895337;SST731
Telangana;Grade 8;Social Studies;38.287391;Differentiates between different kinds of markets;30.6012499;SST733
Telangana;Grade 8;Social Studies;40.68413325;Traces how goods travel through various market places;37.32298817;SST734
Telangana;Grade 8;Social Studies;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;32.24386065;SST802
Telangana;Grade 8;Social Studies;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;26.26808689;SST805
Telangana;Grade 8;Social Studies;37.39117524;Justifies judicious use of natural resources;33.76184212;SST807
Telangana;Grade 8;Social Studies;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;33.17066887;SST809
Telangana;Grade 8;Social Studies;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;21.58975962;SST810
Telangana;Grade 8;Social Studies;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;27.28866423;SST815
Telangana;Grade 8;Social Studies;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;27.14804152;SST816
Telangana;Grade 8;Social Studies;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;35.87312893;SST818
Telangana;Grade 8;Social Studies;29.15540248;Applies the knowledge of the Fundamental Rights to find out about their violation. protection and promotion in a given situation;34.78301393;SST823
Telangana;Grade 8;Social Studies;35.89976149;Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act);26.39083618;SST827
Telangana;Grade 8;Social Studies;36.59235573;Identifies the role of Government in providing public facilities such as water, sanitation, road, electricity etc, and recognizes their availability;32.51214462;SST831
Telangana;Grade 8;Social Studies;60.53447082;Draws bar diagram to show population of different countries/India/states;58.69131303;SST833
Telangana;Grade 10;English;43.18472;Reads, comprehends and responds to complex texts independently.;48.439785;E1007
Telangana;Grade 10;Modern Indian Language;41.25734;पाठ्यवस्तु में शामिल रचनाओं के अतिरिक्‍त अन्य कविता, कहानी,एकांकी को पढ़ते-लिखते और मंचन करते हैं।;35.56376;MIL1011
Telangana;Grade 10;Mathematics;39.640007;Generalises properties of numbers and relations among them studied earlier to evolve results, such as, Euclid’s division algorithm, Fundamental Theorem of Arithmetic and applies them to solve problems related to real life contexts.;36.163177;M1001
Telangana;Grade 10;Mathematics;32.196224;Develops a relationship between algebraic and graphical methods of finding the zeroes of a polynomial.;30.824446;M1002
Telangana;Grade 10;Mathematics;30.136347;Finds solutions of pairs of linear equations in two variables using graphical and different algebraic methods.;24.580713;M1003
Telangana;Grade 10;Mathematics;36.399822;Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.;33.152596;M1004
Telangana;Grade 10;Mathematics;36.75047;Develops strategies to apply the concept of A.P. to daily life situations. Works out ways to differentiate between congruent and similar figures.;32.876026;M1005
Telangana;Grade 10;Mathematics;31.94823;Establishes properties for similarity of two triangles logically using different geometric criteria established earlier such as, Basic Proportionality Theorem, etc.;29.654991;M1006
Telangana;Grade 10;Mathematics;28.170973;"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.";26.362562;M1007
Telangana;Grade 10;Mathematics;32.813667;Determines all trigonometric ratios with respect to a given acute angle (of a right triangle) and uses them in solving problems in daily life contexts like finding heights of different structures or distance from them.;31.864988;M1008
Telangana;Grade 10;Mathematics;36.4026;Derives proofs of theorems related to the tangents of circles.;30.377455;M1009
Telangana;Grade 10;Mathematics;20.765802;Examines the steps of geometrical constructions and reason out each step;21.151314;M1010
Telangana;Grade 10;Mathematics;35.30695;Finds surface areas and volumes of objects in the surroundings by visualising them as a combination of different solids like cylinder and a cone, cylinder and a hemisphere, combination of different cubes, etc.;31.28575;M1011
Telangana;Grade 10;Mathematics;27.297476;Calculates mean, median and mode for different sets of data related with real life contexts.;26.910717;M1012
Telangana;Grade 10;Science;37.17107;Differentiates materials, objects, organisms, phenomena, and processes, based on, properties and characteristics.;36.245495;SCI1001
Telangana;Grade 10;Science;36.145523;Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.;37.50415;SCI1002
Telangana;Grade 10;Science;40.16393;Relates processes and phenomena with causes and effects;37.352066;SCI1003
Telangana;Grade 10;Science;35.628475;Explains processes and phenomena.;34.25895;SCI1004
Telangana;Grade 10;Science;29.918556;Analyses and interprets data, graphs, and figures;30.141289;SCI1005
Telangana;Grade 10;Science;28.238886;Calculates using the data given;28.626469;SCI1006
Telangana;Grade 10;Science;37.598038;Uses scientific conventions to represent units of various quantities, symbols, formulae, and equations.;30.280523;SCI1007
Telangana;Grade 10;Science;32.583794;Applies learning to hypothetical situations;32.0421;SCI1008
Telangana;Grade 10;Science;36.140385;Applies scientific concepts in daily life and solving problems;36.14269;SCI1009
Telangana;Grade 10;Science;28.161814;Derives formulae, equations, and laws;27.202435;SCI1010
Telangana;Grade 10;Social Studies;33.983433;Recognises and retrieves facts, figures, and narrate processes.;34.54037;SST1001
Telangana;Grade 10;Social Studies;36.572113;Classifies and compares events, facts, data, and figures.;36.66029;SST1002
Telangana;Grade 10;Social Studies;35.907436;Explains cause and effect relationship between phenomena, events, and their occurrence.;31.69731;SST1003
Telangana;Grade 10;Social Studies;33.303093;Analyses and evaluates information.;28.276484;SST1004
Telangana;Grade 10;Social Studies;41.890568;Interprets.;42.426155;SST1005
Telangana;Grade 10;Social Studies;27.184587;Draws interlinkages within Social Science.;24.396952;SST1006
Telangana;Grade 10;Social Studies;51.316265;Identifies assumptions, biases, prejudices, or stereotypes about various aspects.;49.779945;SST1007
Telangana;Grade 10;Social Studies;45.048756;Demonstrates inquisitiveness, enquiry.;46.623573;SST1008
Telangana;Grade 10;Social Studies;28.27952;Constructs views, arguments, and ideas on the basis of collected or given information.;28.874672;SST1009
Telangana;Grade 10;Social Studies;35.440754;Extrapolates and predicts events and phenomena.;36.582752;SST1010
Telangana;Grade 10;Social Studies;44.899364;Illustrates decision making/problem solving skills.;44.530464;SST1011
Telangana;Grade 10;Social Studies;37.20472;Shows sensitivity and appreciation skills.;36.12972;SST1012
Ladakh;Grade 3;Language;63.63026186;Reads small texts with comprehension i.e., identifies main ideas, details,sequence and draws conclusions;57.50104173;L304
Ladakh;Grade 3;Language;58.37958018;Reads printed scripts on the classroom walls: poems, posters, charts etc.;52.63472517;L312
Ladakh;Grade 3;Mathematics;44.86014936;Reads and writes numbers up to 999 using place value;37.2159034;M301
Ladakh;Grade 3;Mathematics;69.59105659;Compares numbers up to 999 based on their place values;64.58067375;M302
Ladakh;Grade 3;Mathematics;53.09433594;Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping;45.67363158;M303
Ladakh;Grade 3;Mathematics;61.36625068;Constructs and uses the multiplication facts (up till 10) in daily life situations;45.46728353;M304
Ladakh;Grade 3;Mathematics;52.62719893;Analyses and applies an appropriate number operation in the situation/ context;39.72280566;M305
Ladakh;Grade 3;Mathematics;47.12859715;Explains the meaning of division facts by equal grouping/sharing and finds it by repeated subtraction;32.64841667;M306
Ladakh;Grade 3;Mathematics;43.42736751;Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.;28.28643678;M309
Ladakh;Grade 3;Mathematics;55.87288305;Fills a given region leaving no gaps using a tile of a given shape;54.3813454;M311
Ladakh;Grade 3;Mathematics;50.42683159;Estimates and measures length and distance using standard units like centimeters or meters & identifies relationships;38.6443996;M312
Ladakh;Grade 3;Mathematics;71.18972678;Reads the time correctly to the hour using a clock/watch;63.21391123;M317
Ladakh;Grade 3;Mathematics;56.32346284;Extends patterns in simple shapes and numbers;43.64419485;M318
Ladakh;Grade 3;Mathematics;52.83858721;Records data using tally marks, represents pictorially and draws;42.47011136;M319
Ladakh;Grade 3;EVS;61.58180576;Identifies simple features (e.g. movement, at places found/ kept, eating habits, sounds) of animals and birds in the immediate surroundings.;55.38265125;EVS302
Ladakh;Grade 3;EVS;51.2573532;Identifies relationships with and among family members;37.31278193;EVS303
Ladakh;Grade 3;EVS;65.20640349;Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods;60.48205235;EVS304
Ladakh;Grade 3;EVS;52.05501548;Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.;49.36176695;EVS305
Ladakh;Grade 3;EVS;63.03021748;Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features);58.1803728;EVS307
Ladakh;Grade 3;EVS;65.92871657;Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally;68.08551343;EVS309
Ladakh;Grade 3;EVS;67.30950727;Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units;61.29549913;EVS310
Ladakh;Grade 3;EVS;53.9116383;Records observations, experiences, information on objects/activities/places visited in different ways and predicts patterns etc;45.18926727;EVS311
Ladakh;Grade 3;EVS;42.74752998;Observes rules in games (local, indoor, outdoor);35.95375008;EVS313
Ladakh;Grade 3;EVS;62.992927;Voices opinion on good/bad touch , stereotypes for tasks/play/food in family w.r.t gender, misuse/wastage of food and water in family and school.;53.95661133;EVS314
Ladakh;Grade 5;Language;55.19833154;Reads text with comprehension, locates details and sequence of events;55.04739291;L508
Ladakh;Grade 5;Mathematics;44.80937633;Applies operations of numbers in daily life situations;41.9154938;M401
Ladakh;Grade 5;Mathematics;35.91642014;Explores the area and perimeter of simple geometrical shapes (triangle, rectangle, square) in terms of given shape as a unit;31.02267108;M412
Ladakh;Grade 5;Mathematics;47.38427343;Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction;41.60906947;M418
Ladakh;Grade 5;Mathematics;41.97566973;Represent the collected information in tables and bar graphs and draws inferences from these;42.48764762;M421
Ladakh;Grade 5;Mathematics;55.23289532;Reads and writes numbers bigger than 1000 being used in her/his surroundings;60.24198316;M501
Ladakh;Grade 5;Mathematics;45.75788074;Estimates sum, difference, product and quotient of numbers and verifies the same using different strategies like using standard algorithms or breaking a number and then using operation;43.69333427;M504
Ladakh;Grade 5;Mathematics;54.99199454;Finds the number corresponding to part of a collection;56.34084937;M505
Ladakh;Grade 5;Mathematics;38.21900005;Identifies and forms equivalent fractions of a given fraction;38.46758347;M506
Ladakh;Grade 5;Mathematics;42.81734551;Converts fractions into decimals and vice versa;34.88660548;M508
Ladakh;Grade 5;Mathematics;47.78604298;Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing;47.11634493;M509
Ladakh;Grade 5;Mathematics;37.85880312;Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa;35.88921842;M512
Ladakh;Grade 5;Mathematics;40.81815671;Estimates the volume of a solid body in known units.;33.10748432;M513
Ladakh;Grade 5;Mathematics;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;34.39364196;M514
Ladakh;Grade 5;Mathematics;45.86787489;Identifies the pattern in triangular numbers and square number;40.08332228;M515
Ladakh;Grade 5;Mathematics;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;54.32541753;M516
Ladakh;Grade 5;EVS;50.14524069;Identifies relationship with and among family members in extended family;43.105463;EVS403
Ladakh;Grade 5;EVS;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;52.46763367;EVS410
Ladakh;Grade 5;EVS;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;47.34761513;EVS501
Ladakh;Grade 5;EVS;50.13567716;Describes the interdependence among animals, plants and humans;45.09041222;EVS503
Ladakh;Grade 5;EVS;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);46.79913774;EVS504
Ladakh;Grade 5;EVS;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);53.42473179;EVS505
Ladakh;Grade 5;EVS;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;52.14241656;EVS506
Ladakh;Grade 5;EVS;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;44.46246296;EVS507
Ladakh;Grade 5;EVS;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;44.90831553;EVS508
Ladakh;Grade 5;EVS;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;60.69859899;EVS509
Ladakh;Grade 5;EVS;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;52.57979272;EVS510
Ladakh;Grade 5;EVS;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;52.79813734;EVS512
Ladakh;Grade 5;EVS;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;33.37146155;EVS513
Ladakh;Grade 8;Language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;60.64092248;L813
Ladakh;Grade 8;Mathematics;49.36112431;Solves problems involving large numbers by applying appropriate operations;55.21410331;M601
Ladakh;Grade 8;Mathematics;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;46.48194595;M606
